"Source","Destination","Alt Text"
"https://inc5shop.com/","https://inc5shop.com/cdn/shop/files/Strip_banner_6.png?v=1781708469&width=3840",""
"https://inc5shop.com/products/womens-brown-casual-solid-round-toe-wedge-heels-102880-coffee","https://inc5shop.com/cdn/shop/files/102880_Coffee-3.jpg?v=1776752961&width=1946",""
"https://inc5shop.com/products/womens-brown-casual-solid-round-toe-wedge-heels-102880-coffee","https://inc5shop.com/cdn/shop/files/102880_Coffee-4.jpg?v=1776752962&width=1946",""
"https://inc5shop.com/products/womens-brown-casual-solid-round-toe-wedge-heels-102880-coffee","https://inc5shop.com/cdn/shop/files/102880_Coffee-1.jpg?v=1776752962&width=1946",""
"https://inc5shop.com/products/womens-brown-casual-solid-round-toe-wedge-heels-102880-coffee","https://inc5shop.com/cdn/shop/files/102880_Coffee-0.jpg?v=1776771880&width=1946",""
"https://inc5shop.com/products/womens-brown-casual-solid-round-toe-wedge-heels-102880-coffee","https://inc5shop.com/cdn/shop/files/102880_Coffee-2.jpg?v=1776752963&width=1946",""
"https://inc5shop.com/pages/clearance-sale","https://inc5shop.com/cdn/shop/files/43.jpg?v=1730113334&width=3200",""
"https://inc5shop.com/pages/clearance-sale","https://inc5shop.com/cdn/shop/files/42.jpg?v=1730113334&width=3200",""
"https://inc5shop.com/pages/clearance-sale","https://inc5shop.com/cdn/shop/files/46.jpg?v=1730113334&width=3200",""
"https://inc5shop.com/pages/clearance-sale","https://inc5shop.com/cdn/shop/files/41.jpg?v=1730113334&width=3200",""
"https://inc5shop.com/pages/clearance-sale","https://inc5shop.com/cdn/shop/files/Group_3.jpg?v=1730110918&width=3200",""
"https://inc5shop.com/pages/clearance-sale","https://inc5shop.com/cdn/shop/files/Group_7.jpg?v=1730110917&width=3200",""
"https://inc5shop.com/pages/clearance-sale","https://inc5shop.com/cdn/shop/files/Group_5.jpg?v=1730110919&width=3200",""
"https://inc5shop.com/pages/clearance-sale","https://inc5shop.com/cdn/shop/files/45.jpg?v=1730113334&width=3200",""
"https://inc5shop.com/pages/clearance-sale","https://inc5shop.com/cdn/shop/files/40.jpg?v=1730113334&width=3200",""
"https://inc5shop.com/pages/clearance-sale","https://inc5shop.com/cdn/shop/files/44.jpg?v=1730113334&width=3200",""
"https://inc5shop.com/pages/clearance-sale","https://inc5shop.com/cdn/shop/files/Group_6.jpg?v=1730110917&width=3200",""
"https://inc5shop.com/pages/clearance-sale","https://inc5shop.com/cdn/shop/files/39.jpg?v=1730113334&width=3200",""
"https://inc5shop.com/products/inc-5-block-heel-fashion-sandal-for-womens-600588-ant-gold-gold","https://inc5shop.com/cdn/shop/files/8905564184451.jpg?v=1778930713&width=1946",""
