"Address","Content Type","Size (Bytes)","IMG Inlinks","Indexability","Indexability Status","Dimensions"
"https://inc5shop.com/cdn/shop/collections/1_94fcb164-f20b-4cc3-a9a0-810f0f26d214.png?v=1781708964&width=1500","image/png","170290","1","Indexable","",""
"https://inc5shop.com/cdn/shop/collections/ethnic_wear_10.png?v=1781708812&width=1500","image/png","174448","1","Indexable","",""
"https://inc5shop.com/cdn/shop/collections/ethnic_wear_8.png?v=1781708847&width=1500","image/png","166683","1","Indexable","",""
"https://inc5shop.com/cdn/shop/collections/ethnic_wear_11.png?v=1781708882&width=1500","image/png","132161","1","Indexable","",""
"https://inc5shop.com/cdn/shop/files/Current_website_banner_26_13572545-610b-4f3f-a7a8-8c63bb044840.png?v=1784202036&width=320","image/png","71478","1","Indexable","",""
"https://inc5shop.com/cdn/shop/files/Screenshot_2023-07-12_at_1.22.28_PM.png?v=1689148366&width=600","image/png","30273","41","Indexable","",""
"https://inc5shop.com/cdn/shop/collections/ethnic_wear_6.png?v=1781709241&width=1500","image/png","170964","1","Indexable","",""
"https://inc5shop.com/cdn/shop/collections/HANDBAGS.png?v=1784335167&width=1500","image/png","21288","1","Indexable","",""
"https://inc5shop.com/cdn/shop/collections/2_b14a39c4-a81a-4946-acd0-01e4e30a4dd2.png?v=1781709004&width=1500","image/png","189899","1","Indexable","",""
"https://inc5shop.com/cdn/shop/collections/ethnic_wear_9.png?v=1781708779&width=1500","image/png","179641","1","Indexable","",""
"https://inc5shop.com/cdn/shop/collections/WOMENS_b72434f4-9c4e-4dc5-81b3-cf7be108e504.png?v=1784335110&width=1500","image/png","29243","1","Indexable","",""
"https://inc5shop.com/cdn/shop/collections/4_5ee04fdc-e902-42b3-875f-6d4c32d5d54d.png?v=1781709096&width=1500","image/png","144816","1","Indexable","",""
"https://inc5shop.com/cdn/shop/collections/ethnic_wear_5.png?v=1781709283&width=1500","image/png","179817","1","Indexable","",""
"https://inc5shop.com/cdn/shop/collections/ethnic_wear_7.png?v=1781709323&width=1500","image/png","173545","1","Indexable","",""
"https://inc5shop.com/cdn/shop/files/Strip_banner_6.png?v=1781708469&width=3840","image/png","518528","1","Indexable","",""
"https://inc5shop.com/cdn/shop/collections/3_5384aa48-8848-42fc-9b02-e5883fff7436.png?v=1781709052&width=1500","image/png","163531","1","Indexable","",""
"https://inc5shop.com/cdn/shop/collections/ethnic_wear_4.png?v=1781709191&width=1500","image/png","210128","1","Indexable","",""
