"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://inc5shop.com/","1","Exclusive Fashion Footwear Online - Inc 5 Shoes","47","426","Indexable",""
"https://inc5shop.com/pages/care-instructions","1","Footwear & Handbag Care Instructions","36","343","Indexable",""
"https://inc5shop.com/collections/mens-driving-shoes","1","Driving Shoes - Buy Driving Shoes for Men Online In India | Inc5","64","553","Indexable",""
"https://inc5shop.com/collections/clutch-bags","1","Shop Now Purple Dual-Toned Embellished Clutch bag | Inc.5","57","530","Indexable",""
"https://inc5shop.com/collections/mens-formals","1","Formal Shoes For Men - Shop Men’s Formal Shoes Online in India","62","577","Indexable",""
"https://inc5shop.com/collections/womens-flats","1","Flats for Women - Buy Stylish Womens Flats Online | Inc5","56","505","Indexable",""
"https://inc5shop.com/blogs/blog","1","INC5 Fashion Blog – Women’s Footwear & Style Trends","51","490","Indexable",""
"https://inc5shop.com/collections/like-mother-like-daughter?filter.v.availability=1","1","Like Mother, Like Daughter","26","234","Non-Indexable","Canonicalised"
"https://inc5shop.com/collections/transparent-heel-for-women","1","Transparent Heels - Buy Transparent Heels For Women Online | Inc5","65","600","Indexable",""
"https://inc5shop.com/collections/no-sale-inc5","1","Shop Exclusive No Sale Collection Online at INC5 India","54","480","Indexable",""
"https://inc5shop.com/collections/mens-slipons","1","Shop Premium Leather Mens Slip-on Shoes Online in India | Inc5","62","566","Indexable",""
"https://inc5shop.com/collections/mens-sandals","1","Men Sandals - Buy Premium Sandals for Men Online in India | Inc5","64","584","Indexable",""
"https://inc5shop.com/collections/the-prime-fit-collection","1","Explore The Prime Fit Women’s Footwear Collection INC5","54","504","Indexable",""
"https://inc5shop.com/collections/womens-mules","1","Womens Mules - Shop Branded Mules for Women Online | Inc5","57","553","Indexable",""
"https://inc5shop.com/products/womens-brown-casual-solid-round-toe-wedge-heels-102880-coffee","1","Buy Now Womens Brown Casual Solid Round Toe Wedge Heels","55","560","Indexable",""
"https://inc5shop.com/collections/bags-june-eoss-2026","1","Signature Styles","16","143","Indexable",""
"https://inc5shop.com/pages/clearance-sale","1","Clearance Sale on Women’s Footwear & Bags","41","402","Indexable",""
"https://inc5shop.com/collections/the-march-edit-in-house-bag","1","The New Carry Edit","18","168","Indexable",""
"https://inc5shop.com/pages/contactus","1","Contact Inc5 Customer Support | Get Help & Assistance","53","490","Indexable",""
"https://inc5shop.com/collections/platform-heels","1","Platform Heels for Women - Buy Womens Platform Sandals Online","61","587","Indexable",""
"https://inc5shop.com/pages/refund-policy","1","Refund Policy & Return Guidelines | Inc5 Official Info","54","461","Indexable",""
"https://inc5shop.com/collections/shop-our-bestsellers","1","Shop Inc5 Bestsellers Loved by Customers | Trending Styles","58","527","Indexable",""
"https://inc5shop.com/collections/shop-wallets","1","Shop Stylish Women’s Wallets Online at INC5 India Today","55","508","Indexable",""
"https://inc5shop.com/collections/flat-50","1","Flat 50% Off on Trendy Footwear & Bags | Inc5 Deals","51","464","Indexable",""
"https://inc5shop.com/collections/men-footwear","1","Mens Footwear - Shop Stylish Men’s Shoes & Footwear Online | INC5","65","606","Indexable",""
"https://inc5shop.com/pages/about-us","1","About INC5 – Leading Women’s Fashion Footwear Brand India","57","552","Indexable",""
"https://inc5shop.com/products/inc-5-block-heel-fashion-sandal-for-womens-600588-ant-gold-gold","1","Shop Inc.5 Ant Gold Block Heels For Womne","41","391","Indexable",""
"https://inc5shop.com/collections/new-wallets","1","Explore New Women’s Wallet Collection Online at INC5","52","482","Indexable",""
"https://inc5shop.com/collections/shoulder-bags","1","Shoulder Bags - Buy Shoulder Bags for Women Online | Inc5","57","527","Indexable",""
"https://inc5shop.com/collections/mens-june-eoss-2026","1","The Gentleman Edit","18","174","Indexable",""
"https://inc5shop.com/collections/flat-50-off","1","Flat 50% Off - Selling Fast","27","226","Indexable",""
"https://inc5shop.com/collections/womens-sandals","1","Women Sandal - Buy Stylish Sandals for Women Online | Inc5","58","540","Indexable",""
"https://inc5shop.com/pages/payment-delivery-policy","1","Payment & delivery policy","25","226","Indexable",""
"https://inc5shop.com/products/women-white-and-multicoloured-open-toe-flats-with-knot-detail-101764-white","1","Buy Womens White And Multicoloured Open Toe Womens Flats | Inc5","63","613","Indexable",""
"https://inc5shop.com/collections/mens-boots","1","Mens Boots - Shop Boots Shoes for Men Online in India | Inc5","60","541","Indexable",""
"https://inc5shop.com/collections/womens-wedges","1","Women Wedges - Buy Wedges for Women Online in India | Inc5","58","554","Indexable",""
"https://inc5shop.com/collections/latest-style-drop","1","Latest Style Drop","17","150","Indexable",""
"https://inc5shop.com/collections/women-footwear","1","Womens Footwear - Shop Premium Footwear For Women Online | Inc5","63","621","Indexable",""
"https://inc5shop.com/collections/the-new-edit","1","Men’s Style Update","18","170","Indexable",""
"https://inc5shop.com/collections/ethnic-footwear","1","Ethnic Footwear​ - Buy Ethnic Footwear​ for Women Online | Inc5","63","556","Indexable",""
"https://inc5shop.com/cart","1","Your Shopping Cart","18","171","Indexable",""
