"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://www.instagram.com/offlimits_tribe/","text/html; charset=""utf-8""","200","OK","Indexable","","43","0.200","",""
"https://analytics.gokwik.co/analytics.js","","0","DNS lookup failed","Non-Indexable","No Response","0","","",""
"https://www.youtube.com/@OFF_LIMITS_Tribe","text/html; charset=utf-8","200","OK","Indexable","","43","0.140","",""
"https://cdnjs.cloudflare.com/ajax/libs/Swiper/11.0.5/swiper-bundle.css","text/css; charset=utf-8","200","OK","Indexable","","0","0.058","",""
"https://ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js","text/javascript; charset=UTF-8","200","OK","Indexable","","0","0.016","",""
"https://pdp.gokwik.co/merchant-integration/build/merchant.integration.js?v4","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","0","","",""
"https://in.pinterest.com/offlimits0159/_created/","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","43","","",""
"https://theprint.in/ani-press-releases/off-limits-launches-stepstosmiles-making-every-step-count-towards-a-happier-tomorrow/2481917/","text/html","403","Forbidden","Non-Indexable","Client Error","1","0.012","",""
"https://tools.luckyorange.com/core/lo.js?site-id=168cbc87","text/javascript","200","OK","Indexable","","0","0.064","",""
"https://www.facebook.com/profile.php?id=61580311965970","text/html; charset=""utf-8""","301","Moved Permanently","Non-Indexable","Redirected","43","0.216","https://www.facebook.com/people/Off-Limits/61580311965970/","HTTP Redirect"
"https://twitter.com/OfflimitsT","","301","Moved Permanently","Non-Indexable","Redirected","43","0.248","https://x.com/OfflimitsT","HTTP Redirect"
"https://cdnjs.cloudflare.com/ajax/libs/uuid/8.3.2/uuid.min.js","application/javascript; charset=utf-8","200","OK","Indexable","","0","0.048","",""
"https://www.tribuneindia.com/news/business/off-limits-launches-stepstosmiles-making-every-step-count-towards-a-happier-tomorrow/?utm_source=chatgpt.com","text/html; charset=utf-8","200","OK","Indexable","","1","0.017","",""
"https://assets.snapmint.com/assets/merchant/2161/express/snm_shopify_popup_min.js","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","0","","",""
"https://www.aninews.in/news/business/off-limits-launches-stepstosmiles-making-every-step-count-towards-a-happier-tomorrow20250206121114/","text/html","403","Forbidden","Non-Indexable","Client Error","1","0.058","",""
"https://cdnjs.cloudflare.com/ajax/libs/Swiper/11.0.5/swiper-bundle.min.js","application/javascript; charset=utf-8","200","OK","Indexable","","0","0.049","",""
"https://unpkg.com/axios/dist/axios.min.js","text/plain;charset=UTF-8","302","Found","Non-Indexable","Redirected","0","0.027","https://unpkg.com/axios@1.18.1/dist/axios.min.js","HTTP Redirect"
"https://offlimits.clickpost.ai/en","text/html; charset=utf-8","200","OK","Indexable","","43","0.123","",""
"https://www.greenhonchos.com/","text/html; charset=UTF-8","200","OK","Indexable","","86","0.408","",""
"https://www.googletagmanager.com/gtag/js?id=G-HGREEHRF46","application/javascript; charset=UTF-8","200","OK","Indexable","","0","0.127","",""
"https://cdn.starapps.studio/apps/vsk/offlimits-gh/data.js","text/javascript","200","OK","Indexable","","0","0.039","",""
"https://www.instagram.com/p/DFwrGKKSfpA/?utm_source=chatgpt.com","text/html; charset=""utf-8""","200","OK","Indexable","","1","0.273","",""
"https://www.flipkart.com/off-limits-graphic-print-men-round-neck-grey-t-shirt/p/itm1ce108914b6d7?utm_source=chatgpt.com","text/html","403","Forbidden","Non-Indexable","Client Error","1","0.171","",""
