"Address","Indexability","Indexability Status","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks"
"https://www.strique.io/","Indexable","","0","","98","49","0","100.000","27","18","0","9","5","0"
"https://www.strique.io/contact","Indexable","","1","","52","49","0","100.000","21","14","0","7","6","0"
"https://www.strique.io/customers/powerlook","Indexable","","1","","4","4","0","8.160","25","17","0","10","7","0"
"https://www.strique.io/customers/inc5","Indexable","","1","","4","4","0","8.160","25","17","0","10","7","0"
"https://www.strique.io/customers","Indexable","","1","","53","49","0","100.000","25","18","0","6","5","0"
"https://www.strique.io/product","Indexable","","1","","147","49","0","100.000","26","17","0","7","5","0"
"https://www.strique.io/terms","Indexable","","1","","131","49","0","100.000","103","14","0","10","7","0"
"https://www.strique.io/for","Indexable","","1","","7","4","0","8.160","25","17","0","6","5","0"
"https://www.strique.io/pricing","Indexable","","1","","150","49","0","100.000","23","14","0","10","5","0"
"https://www.strique.io/solutions","Indexable","","1","","106","49","0","100.000","26","19","0","6","5","0"
"https://www.strique.io/privacy-policy","Indexable","","1","","106","49","0","100.000","77","14","0","11","8","0"
"https://www.strique.io/trust-center","Indexable","","1","","102","49","0","100.000","24","14","0","18","17","0"
"https://www.strique.io/about","Indexable","","1","","49","49","0","100.000","22","15","0","6","5","0"
"https://www.strique.io/security","Indexable","","1","","49","49","0","100.000","23","14","0","6","5","0"
"https://www.strique.io/careers","Indexable","","1","","57","49","0","100.000","30","23","0","6","5","0"
"https://www.strique.io/customers/crimzon","Indexable","","1","","4","4","0","8.160","25","17","0","10","7","0"
"https://www.strique.io/integrations","Indexable","","1","","55","49","0","100.000","25","18","0","6","5","0"
"https://www.strique.io/integrations/hubspot","Indexable","","2","","1","1","0","2.040","23","14","0","8","5","0"
"https://www.strique.io/contact?intent=careers","Non-Indexable","Canonicalised","2","","1","1","0","2.040","21","14","0","7","6","0"
"https://www.strique.io/integrations/google-ads","Indexable","","2","","1","1","0","2.040","23","14","0","8","5","0"
"https://www.strique.io/integrations/meta-ads","Indexable","","2","","1","1","0","2.040","23","14","0","8","5","0"
"https://www.strique.io/careers/ai-apprentice-program","Indexable","","2","","1","1","0","2.040","24","15","0","6","5","0"
"https://www.strique.io/careers/founding-customer-engineer","Indexable","","2","","1","1","0","2.040","24","15","0","6","5","0"
"https://www.strique.io/careers/revenue-marketer","Indexable","","2","","1","1","0","2.040","24","15","0","6","5","0"
"https://www.strique.io/careers/senior-full-stack-engineer","Indexable","","2","","1","1","0","2.040","24","15","0","6","5","0"
"https://www.strique.io/careers/product-designer","Indexable","","2","","1","1","0","2.040","24","15","0","6","5","0"
"https://www.strique.io/careers/agent-infrastructure-engineer","Indexable","","2","","1","1","0","2.040","24","15","0","6","5","0"
"https://www.strique.io/careers/applied-ml-researcher","Indexable","","2","","1","1","0","2.040","24","15","0","6","5","0"
"https://www.strique.io/careers/founding-growth-engineer","Indexable","","2","","1","1","0","2.040","24","15","0","6","5","0"
"https://www.strique.io/solutions/local-services","Indexable","","2","","1","1","0","2.040","24","15","0","7","5","0"
"https://www.strique.io/solutions/agencies","Indexable","","2","","1","1","0","2.040","24","15","0","7","5","0"
"https://www.strique.io/solutions/b2b-saas","Indexable","","2","","1","1","0","2.040","24","15","0","7","5","0"
"https://www.strique.io/solutions/ecommerce","Indexable","","2","","1","1","0","2.040","24","15","0","7","5","0"
"https://www.strique.io/contact?intent=sales","Non-Indexable","Canonicalised","2","","3","3","0","6.120","21","14","0","7","6","0"
"https://www.strique.io/for/founders","Indexable","","2","","1","1","0","2.040","25","16","0","6","5","0"
"https://www.strique.io/for/cmos","Indexable","","2","","1","1","0","2.040","25","16","0","6","5","0"
"https://www.strique.io/for/marketing-managers","Indexable","","2","","1","1","0","2.040","25","16","0","6","5","0"
"https://www.strique.io/vs/strique-vs-jasper","Indexable","","2","","2","2","0","4.080","23","15","0","8","5","0"
"https://www.strique.io/vs","Indexable","","2","","5","3","0","6.120","24","17","0","6","5","0"
"https://www.strique.io/vs/strique-vs-adroll","Indexable","","2","","2","2","0","4.080","23","15","0","8","5","0"
"https://www.strique.io/contact?intent=demo","Non-Indexable","Canonicalised","2","","15","12","0","24.490","21","14","0","7","6","0"
"https://www.strique.io/contact?intent=careers&role=founding-growth-engineer","Non-Indexable","Canonicalised","3","","2","1","0","2.040","21","14","0","7","6","0"
"https://www.strique.io/contact?intent=careers&role=applied-ml-researcher","Non-Indexable","Canonicalised","3","","2","1","0","2.040","21","14","0","7","6","0"
"https://www.strique.io/contact?intent=careers&role=agent-infrastructure-engineer","Non-Indexable","Canonicalised","3","","2","1","0","2.040","21","14","0","7","6","0"
"https://www.strique.io/contact?intent=careers&role=product-designer","Non-Indexable","Canonicalised","3","","2","1","0","2.040","21","14","0","7","6","0"
"https://www.strique.io/contact?intent=careers&role=senior-full-stack-engineer","Non-Indexable","Canonicalised","3","","2","1","0","2.040","21","14","0","7","6","0"
"https://www.strique.io/contact?intent=careers&role=revenue-marketer","Non-Indexable","Canonicalised","3","","2","1","0","2.040","21","14","0","7","6","0"
"https://www.strique.io/contact?intent=careers&role=founding-customer-engineer","Non-Indexable","Canonicalised","3","","2","1","0","2.040","21","14","0","7","6","0"
"https://www.strique.io/contact?intent=careers&role=ai-apprentice-program","Non-Indexable","Canonicalised","3","","2","1","0","2.040","21","14","0","7","6","0"
