"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://offlimits.co.in/","1","OFF LIMITS - Sports Shoes, Sneakers & Athleisure Apparel Online","63","573","Indexable",""
"https://offlimits.co.in/collections/mens-bestsellers/products/gladiator-off-white-orm-661-02","1","Buy Gladiator Off White Sneakers for Men Online | Off Limits","60","530","Non-Indexable","Canonicalised"
"https://offlimits.co.in/collections/men-clothing","1","Buy Sports Wear for Men Online at Best Price Upto 60% off","57","516","Indexable",""
"https://offlimits.co.in/collections/white-sneaker","1","Buy White Sneakers For Men at Best Price in India","49","440","Indexable",""
"https://offlimits.co.in/collections/women-track-suits","1","Buy the Latest Track Suits for Women Online","43","394","Indexable",""
"https://offlimits.co.in/collections/women-walking","1","Women's Walking Shoes for Comfort & Everyday Support | Off Limits","65","602","Indexable",""
"https://offlimits.co.in/collections/new-arrivals","1","Shop New Arrivals Collection Online at Offlimits","48","419","Indexable",""
"https://offlimits.co.in/collections/s-w-a-t-men","1","Buy Men's SWAT Boots Online – Tactical Footwear | Off Limits","60","551","Indexable",""
"https://offlimits.co.in/collections/mens-bestsellers/products/sparta-pro-blue-orange-orm-795-03","1","SPARTA PRO - BLUE/ORANGE","24","266","Non-Indexable","Canonicalised"
"https://offlimits.co.in/collections/men-track-suits","1","Buy Track Suit for Mens Online at Best Price","44","390","Indexable",""
"https://offlimits.co.in/collections/basketball-boots","1","Buy Basketball Boots Online at Best Price | Off Limits","54","468","Indexable",""
"https://offlimits.co.in/collections/men-shorts","1","Men's Sports Shorts for Running, Gym & Training in India","56","499","Indexable",""
"https://offlimits.co.in/collections/men-sweatshirts","1","Shop Stylish Men's Sweatshirts Online for Casual & Athleisure","61","545","Indexable",""
"https://offlimits.co.in/pages/store-gallery","1","Store Gallery | Off Limits - Explore Our Spaces","47","400","Indexable",""
"https://offlimits.co.in/pages/sitemap","1","Sitemap - Online Shopping Store","31","285","Indexable",""
"https://offlimits.co.in/collections/casual-shoes-men","1","Shop Men's Casual Shoes Online – Everyday Comfort | Off Limits","62","571","Indexable",""
"https://offlimits.co.in/collections/high-top-shoes-for-men","1","Buy Men's High Top Sneakers Online | Off Limits","47","426","Indexable",""
"https://offlimits.co.in/collections/new-arrivals-2026/products/splash-mode-for-her-white-ocw-926-02","1","SPLASH MODE FOR HER - WHITE","27","294","Non-Indexable","Canonicalised"
"https://offlimits.co.in/collections/women-clothing","1","Buy Women's Athleisure Apperal & Sportswear Online | Off Limits","63","572","Indexable",""
"https://offlimits.co.in/pages/privacy-policy","1","Privacy Policy for Our Valuable Customers","41","373","Indexable",""
"https://offlimits.co.in/collections/women","1","Shop Women's Shoes, Sneakers & Activewear Online | Off Limits","61","566","Indexable",""
"https://offlimits.co.in/collections/men-running-shoes","1","Buy Men's Running Shoes Online Lightweight & Durable | Off Limits","65","590","Indexable",""
"https://offlimits.co.in/collections/new-arrivals-2026/products/coast-big-tall-off-white-yellow-purple-ocm-878-02","1","COAST (BIG & TALL) - OFF WHITE/YELLOW/PURPLE","44","462","Non-Indexable","Canonicalised"
"https://offlimits.co.in/collections/women-bestsellers","1","Shop Best Selling Women's Shoes & Athleisure | Off Limits","57","514","Indexable",""
"https://offlimits.co.in/collections/new-arrivals-2026/products/roger-select-black-silver-ocm-915-08","1","ROGER SELECT - BLACK/SILVER","27","286","Non-Indexable","Canonicalised"
"https://offlimits.co.in/collections/mens-bestsellers/products/baseline-23-milwaukee-bucks-beige-green-ocm-828-06","1","Shop Off White/R Blue Lace-Up Boots For Men - 82806","51","480","Non-Indexable","Canonicalised"
"https://offlimits.co.in/collections/men-gym-training","1","Buy Men's Gym & Training Shoes Online | Off Limits","50","454","Indexable",""
"https://offlimits.co.in/collections/women-running-gym","1","Buy Women's Running & Gym Shoes Online | Off Limits","51","483","Indexable",""
"https://offlimits.co.in/collections/mens-bestsellers/products/unbound-teal-orm-855-06","1","UNBOUND - TEAL","14","155","Non-Indexable","Canonicalised"
"https://offlimits.co.in/pages/return-exchange","1","Returns & Exchange Policy for Online Orders | Off Limits","56","490","Indexable",""
"https://offlimits.co.in/collections/white-shoes-for-men","1","Buy Men's Running, Gym & Training Sports Shoes Online | Off Limits","66","598","Indexable",""
