"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://offlimits.co.in/pages/technology","1","Innovative Activewear Technology | Off Limits","45","403","Indexable",""
"https://offlimits.co.in/pages/store-gallery","1","Store Gallery | Off Limits - Explore Our Spaces","47","400","Indexable",""
"https://offlimits.co.in/pages/sitemap","1","Sitemap - Online Shopping Store","31","285","Indexable",""
"https://offlimits.co.in/pages/return-exchange","1","Returns & Exchange Policy for Online Orders | Off Limits","56","490","Indexable",""
"https://offlimits.co.in/pages/privacy-policy","1","Privacy Policy for Our Valuable Customers","41","373","Indexable",""
"https://offlimits.co.in/pages/contact","1","Contact Us for All Your Queries and Concerns","44","399","Indexable",""
"https://offlimits.co.in/collections/women-walking","1","Women's Walking Shoes for Comfort & Everyday Support | Off Limits","65","602","Indexable",""
"https://offlimits.co.in/collections/women-tights","1","Buy Women's Tights Online – Gym, Running & Training Wear | Off Limits","69","634","Indexable",""
"https://offlimits.co.in/collections/women-running-gym","1","Buy Women's Running & Gym Shoes Online | Off Limits","51","483","Indexable",""
"https://offlimits.co.in/collections/women-clothing","1","Buy Women's Athleisure Apperal & Sportswear Online | Off Limits","63","572","Indexable",""
"https://offlimits.co.in/collections/women-bestsellers","1","Shop Best Selling Women's Shoes & Athleisure | Off Limits","57","514","Indexable",""
"https://offlimits.co.in/collections/women","1","Shop Women's Shoes, Sneakers & Activewear Online | Off Limits","61","566","Indexable",""
"https://offlimits.co.in/collections/white-shoes-for-men","1","Buy Men's Running, Gym & Training Sports Shoes Online | Off Limits","66","598","Indexable",""
"https://offlimits.co.in/collections/size-13-shoes","1","Buy UK Size 13 Sports Shoes Online | Off Limits","47","418","Indexable",""
"https://offlimits.co.in/collections/s-w-a-t-men","1","Buy Men's SWAT Boots Online – Tactical Footwear | Off Limits","60","551","Indexable",""
"https://offlimits.co.in/collections/men-track-suits","1","Buy Track Suit for Mens Online at Best Price","44","390","Indexable",""
"https://offlimits.co.in/collections/men-sweatshirts","1","Shop Stylish Men's Sweatshirts Online for Casual & Athleisure","61","545","Indexable",""
"https://offlimits.co.in/collections/men-shorts","1","Men's Sports Shorts for Running, Gym & Training in India","56","499","Indexable",""
"https://offlimits.co.in/collections/men-shoes/","1","Buy Shoes for Men Online at Offlimits Upto 60% off","50","450","Non-Indexable","Canonicalised"
"https://offlimits.co.in/collections/men-sandals-sliders","1","Buy Men's Sandals & Sliders Online – Comfortable Footwear | Off Limits","70","634","Indexable",""
"https://offlimits.co.in/collections/men-running-shoes","1","Buy Men's Running Shoes Online Lightweight & Durable | Off Limits","65","590","Indexable",""
"https://offlimits.co.in/collections/men-joggers-track-pants","1","Shop Men's Joggers & Track Pants Online | Off Limits","52","472","Indexable",""
"https://offlimits.co.in/collections/men-gym-training","1","Buy Men's Gym & Training Shoes Online | Off Limits","50","454","Indexable",""
"https://offlimits.co.in/collections/leather-shoes","1","Shop Premium Leather Shoes Online for Men | Off Limits","54","498","Indexable",""
"https://offlimits.co.in/collections/high-top-shoes-for-men","1","Buy Men's High Top Sneakers Online | Off Limits","47","426","Indexable",""
"https://offlimits.co.in/collections/casual-shoes-men","1","Shop Men's Casual Shoes Online – Everyday Comfort | Off Limits","62","571","Indexable",""
"https://offlimits.co.in/collections/black-shoes-for-men?srsltid=AfmBOoqGT_qNT3Pt8Sb5bzRrxU_xuGBTzCCycxgJRfAaOm41ofyk63nI&utm_source=chatgpt.com","1","Buy Men's Casual Black Shoes for Online | Off Limits","52","464","Non-Indexable","Canonicalised"
"https://offlimits.co.in/collections/basketball-boots","1","Buy Basketball Boots Online at Best Price | Off Limits","54","468","Indexable",""
"https://offlimits.co.in/collections/all","1","All","3","22","Indexable",""
"https://offlimits.co.in/blogs/blogs","1","Sportswear, Footwear & Fitness Tips Blog | Off Limits","53","470","Indexable",""
"https://offlimits.co.in/collections/black-shoes-for-men","1","Buy Men's Casual Black Shoes for Online | Off Limits","52","464","Indexable",""
"https://offlimits.co.in/collections/mens-bestsellers","1","Shop Best Selling Men's Shoes, Sneakers & Apparel | Off Limits","62","555","Indexable",""
"https://offlimits.co.in/collections/mens-running-gym-shoes","1","Buy Men's Running & Gym Shoes Online | Off Limits","49","454","Indexable",""
"https://offlimits.co.in/collections/men-shoes","1","Buy Shoes for Men Online at Offlimits Upto 60% off","50","450","Indexable",""
"https://offlimits.co.in/collections/mens-shoes","1","Shop Men's Footwear Sports Shoes & Sneakers Online | Off Limits","63","581","Indexable",""
