"Address","Occurrences","Indexability","Indexability Status","Canonical Link Element 1","HTTP Canonical","Meta Robots 1","X-Robots-Tag 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1"
"https://offlimits.co.in/pages/technology","1","Indexable","","https://offlimits.co.in/pages/technology","","max-image-preview:large","","","","",""
"https://offlimits.co.in/pages/store-gallery","1","Indexable","","https://offlimits.co.in/pages/store-gallery","","max-image-preview:large","","","","",""
"https://offlimits.co.in/pages/sitemap","1","Indexable","","https://offlimits.co.in/pages/sitemap","","max-image-preview:large","","","","",""
"https://offlimits.co.in/pages/return-exchange","1","Indexable","","https://offlimits.co.in/pages/return-exchange","","max-image-preview:large","","","","",""
"https://offlimits.co.in/pages/privacy-policy","1","Indexable","","https://offlimits.co.in/pages/privacy-policy","","max-image-preview:large","","","","",""
"https://offlimits.co.in/pages/contact","1","Indexable","","https://offlimits.co.in/pages/contact","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/women-walking","1","Indexable","","https://offlimits.co.in/collections/women-walking","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/women-tights","1","Indexable","","https://offlimits.co.in/collections/women-tights","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/women-running-gym","1","Indexable","","https://offlimits.co.in/collections/women-running-gym","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/women-clothing","1","Indexable","","https://offlimits.co.in/collections/women-clothing","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/women-bestsellers","1","Indexable","","https://offlimits.co.in/collections/women-bestsellers","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/women","1","Indexable","","https://offlimits.co.in/collections/women","","max-image-preview:large","","https://offlimits.co.in/collections/women?page=2","","",""
"https://offlimits.co.in/collections/white-shoes-for-men","1","Indexable","","https://offlimits.co.in/collections/white-shoes-for-men","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/size-13-shoes","1","Indexable","","https://offlimits.co.in/collections/size-13-shoes","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/s-w-a-t-men","1","Indexable","","https://offlimits.co.in/collections/s-w-a-t-men","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/men-track-suits","1","Indexable","","https://offlimits.co.in/collections/men-track-suits","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/men-sweatshirts","1","Indexable","","https://offlimits.co.in/collections/men-sweatshirts","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/men-shorts","1","Indexable","","https://offlimits.co.in/collections/men-shorts","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/men-shoes/","1","Non-Indexable","Canonicalised","https://offlimits.co.in/collections/men-shoes","","max-image-preview:large","","https://offlimits.co.in/collections/men-shoes?page=2","","",""
"https://offlimits.co.in/collections/men-sandals-sliders","1","Indexable","","https://offlimits.co.in/collections/men-sandals-sliders","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/men-running-shoes","1","Indexable","","https://offlimits.co.in/collections/men-running-shoes","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/men-joggers-track-pants","1","Indexable","","https://offlimits.co.in/collections/men-joggers-track-pants","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/men-gym-training","1","Indexable","","https://offlimits.co.in/collections/men-gym-training","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/leather-shoes","1","Indexable","","https://offlimits.co.in/collections/leather-shoes","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/high-top-shoes-for-men","1","Indexable","","https://offlimits.co.in/collections/high-top-shoes-for-men","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/casual-shoes-men","1","Indexable","","https://offlimits.co.in/collections/casual-shoes-men","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/black-shoes-for-men?srsltid=AfmBOoqGT_qNT3Pt8Sb5bzRrxU_xuGBTzCCycxgJRfAaOm41ofyk63nI&utm_source=chatgpt.com","1","Non-Indexable","Canonicalised","https://offlimits.co.in/collections/black-shoes-for-men","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/basketball-boots","1","Indexable","","https://offlimits.co.in/collections/basketball-boots","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/all","1","Indexable","","https://offlimits.co.in/collections/all","","max-image-preview:large","","https://offlimits.co.in/collections/all?page=2","","",""
"https://offlimits.co.in/blogs/blogs","1","Indexable","","https://offlimits.co.in/blogs/blogs","","max-image-preview:large","","https://offlimits.co.in/blogs/blogs?page=2","","",""
"https://offlimits.co.in/collections/black-shoes-for-men","1","Indexable","","https://offlimits.co.in/collections/black-shoes-for-men","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/mens-bestsellers","1","Indexable","","https://offlimits.co.in/collections/mens-bestsellers","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/mens-running-gym-shoes","1","Indexable","","https://offlimits.co.in/collections/mens-running-gym-shoes","","max-image-preview:large","","","","",""
"https://offlimits.co.in/collections/men-shoes","1","Indexable","","https://offlimits.co.in/collections/men-shoes","","max-image-preview:large","","https://offlimits.co.in/collections/men-shoes?page=2","","",""
"https://offlimits.co.in/collections/mens-shoes","1","Indexable","","https://offlimits.co.in/collections/mens-shoes","","max-image-preview:large","","https://offlimits.co.in/collections/mens-shoes?page=2","","",""
