"Chain Type","Number of Redirects","Loop","Source","Temp Redirect in Chain","Address","Final Address","Final Indexability","Final Indexability Status","Final Content","Final Status Code","Final Status","Alt Text","Anchor Text","Link Path","Link Position","Content 1","Status Code 1","Status 1","Redirect Type 1","Redirect URL 1","Content 2","Status Code 2","Status 2","Redirect Type 2","Redirect URL 2","Content 3","Status Code 3","Status 3","Redirect Type 3","Redirect URL 3","Content 4","Status Code 4","Status 4","Redirect Type 4","Redirect URL 4","Content 5","Status Code 5","Status 5","Redirect Type 5","Redirect URL 5","Content 6","Status Code 6","Status 6","Redirect Type 6","Redirect URL 6","Content 7","Status Code 7","Status 7","Redirect Type 7","Redirect URL 7","Content 8","Status Code 8","Status 8","Redirect Type 8","Redirect URL 8","Content 9","Status Code 9","Status 9","Redirect Type 9","Redirect URL 9","Content 10","Status Code 10","Status 10","Redirect Type 10","Redirect URL 10"
"HTTP Redirect","1","false","https://offlimits.co.in/","true","https://unpkg.com/swiper/swiper-bundle.min.js","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js","Unknown","Not crawled","","","","","","//body/script[9]","Content","text/plain;charset=UTF-8","302","Found","HTTP Redirect","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js"
"HTTP Redirect","1","false","https://offlimits.co.in/collections/mens-bestsellers/products/gladiator-off-white-orm-661-02","true","https://unpkg.com/swiper/swiper-bundle.min.js","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js","Unknown","Not crawled","","","","","","//body/script[9]","Content","text/plain;charset=UTF-8","302","Found","HTTP Redirect","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js"
"HTTP Redirect","1","false","https://offlimits.co.in/collections/mens-bestsellers/products/swat-orm-600-03","true","https://unpkg.com/swiper/swiper-bundle.min.js","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js","Unknown","Not crawled","","","","","","//body/script[9]","Content","text/plain;charset=UTF-8","302","Found","HTTP Redirect","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js"
"HTTP Redirect","1","false","https://offlimits.co.in/collections/new-arrivals-2026/products/griffith-big-tall-off-white-green-ocm-936-05","true","https://unpkg.com/swiper/swiper-bundle.min.js","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js","Unknown","Not crawled","","","","","","//body/script[9]","Content","text/plain;charset=UTF-8","302","Found","HTTP Redirect","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js"
"HTTP Redirect","1","false","https://offlimits.co.in/collections/men-clothing","true","https://unpkg.com/swiper/swiper-bundle.min.js","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js","Unknown","Not crawled","","","","","","//body/script[9]","Content","text/plain;charset=UTF-8","302","Found","HTTP Redirect","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js"
"HTTP Redirect","1","false","https://offlimits.co.in/collections/women-track-suits","true","https://unpkg.com/swiper/swiper-bundle.min.js","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js","Unknown","Not crawled","","","","","","//body/script[9]","Content","text/plain;charset=UTF-8","302","Found","HTTP Redirect","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js"
"HTTP Redirect","1","false","https://offlimits.co.in/collections/white-sneaker","true","https://unpkg.com/swiper/swiper-bundle.min.js","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js","Unknown","Not crawled","","","","","","//body/script[9]","Content","text/plain;charset=UTF-8","302","Found","HTTP Redirect","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js"
"HTTP Redirect","1","false","https://offlimits.co.in/collections/new-arrivals","true","https://unpkg.com/swiper/swiper-bundle.min.js","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js","Unknown","Not crawled","","","","","","//body/script[9]","Content","text/plain;charset=UTF-8","302","Found","HTTP Redirect","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js"
"HTTP Redirect","1","false","https://offlimits.co.in/collections/men-walking","true","https://unpkg.com/swiper/swiper-bundle.min.js","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js","Unknown","Not crawled","","","","","","//body/script[9]","Content","text/plain;charset=UTF-8","302","Found","HTTP Redirect","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js"
"HTTP Redirect","1","false","https://offlimits.co.in/pages/shipping-policy","true","https://unpkg.com/swiper/swiper-bundle.min.js","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js","Unknown","Not crawled","","","","","","//body/script[9]","Content","text/plain;charset=UTF-8","302","Found","HTTP Redirect","https://unpkg.com/swiper@14.1.0/swiper-bundle.min.js"
