"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://urbnworld.com/","text/html; charset=utf-8","200","OK","Indexable","","Buy Mobile Accessories Online in India | URBN World","51","464","Shop premium mobile accessories from URBN – including chargers, power banks, cables, earbuds & more. Fast shipping, modern designs, and top performance online.","159","1055","","0","","0","⚡","1","⚡","1","","","","https://urbnworld.com/","","","","","","1375068","130197","130197","19.295","","926","343","2.700","99.944","Very Easy","0.382","0","0","","300","2","0","100.000","535","103","0","10","6","0","","","","","a55193ca3bd5be1213bd35e68bc0d8b9","0.290","","","","","en","1.1","","","","","","https://urbnworld.com/","2026-09-03 15:25:55"
"https://urbnworld.com/collections/5000-mah","text/html; charset=UTF-8","429","Too Many Requests","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","9295","9295","9295","1.378","","0","","","","","0.000","1","1","","8","2","0","100.000","0","0","0","0","0","0","","","","","","0.122","","","","","","1.1","","","","","","https://urbnworld.com/collections/5000-mah","2026-09-03 15:25:58"
"https://urbnworld.com/cdn/shop/files/Drop_down_Thumnail.webp?v=1758286439&width=600","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","144766","144766","144766","21.454","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.120","Thu, 03 Sep 2026 09:46:42 GMT","","","","","1.1","","","","","","https://urbnworld.com/cdn/shop/files/Drop_down_Thumnail.webp?v=1758286439&width=600","2026-09-03 15:25:58"
"https://urbnworld.com/products/20w-dual-wall-charger","text/html; charset=UTF-8","429","Too Many Requests","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","9325","9325","9325","1.382","","0","","","","","0.000","1","1","","2","2","0","100.000","0","0","0","0","0","0","","","","","","0.127","","","","","","1.1","","","","","","https://urbnworld.com/products/20w-dual-wall-charger","2026-09-03 15:25:58"
"https://urbnworld.com/cdn/shop/files/urbn_black_website_banners4_compressed.webp?v=1755863289&width=3542","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2366449","2366449","2366449","350.708","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.140","Thu, 03 Sep 2026 09:46:43 GMT","","","","","1.1","","","","","","https://urbnworld.com/cdn/shop/files/urbn_black_website_banners4_compressed.webp?v=1755863289&width=3542","2026-09-03 15:25:58"
"https://urbnworld.com/products/65w-gan-wall-adapter","text/html; charset=UTF-8","429","Too Many Requests","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","9322","9322","9322","1.382","","0","","","","","0.000","1","1","","2","2","0","100.000","0","0","0","0","0","0","","","","","","0.093","","","","","","1.1","","","","","","https://urbnworld.com/products/65w-gan-wall-adapter","2026-09-03 15:25:58"
"https://urbnworld.com/products/tech-bag","text/html; charset=UTF-8","429","Too Many Requests","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","9264","9264","9264","1.373","","0","","","","","0.000","1","1","","4","2","0","100.000","0","0","0","0","0","0","","","","","","0.148","","","","","","1.1","","","","","","https://urbnworld.com/products/tech-bag","2026-09-03 15:25:58"
"https://urbnworld.com/pages/aboutus","text/html; charset=UTF-8","429","Too Many Requests","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","9252","9252","9252","1.371","","0","","","","","0.000","1","1","","2","2","0","100.000","0","0","0","0","0","0","","","","","","0.107","","","","","","1.1","","","","","","https://urbnworld.com/pages/aboutus","2026-09-03 15:25:58"
"https://urbnworld.com/products/3-in-1-foldable-magtag-stand","text/html; charset=UTF-8","429","Too Many Requests","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","9367","9367","9367","1.388","","0","","","","","0.000","1","1","","1","1","0","50.000","0","0","0","0","0","0","","","","","","0.093","","","","","","1.1","","","","","","https://urbnworld.com/products/3-in-1-foldable-magtag-stand","2026-09-03 15:25:58"
"https://urbnworld.com/products/25w-pd-wall-charger","text/html; charset=UTF-8","429","Too Many Requests","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","9319","9319","9319","1.381","","0","","","","","0.000","1","1","","2","2","0","100.000","0","0","0","0","0","0","","","","","","0.354","","","","","","1.1","","","","","","https://urbnworld.com/products/25w-pd-wall-charger","2026-09-03 15:25:58"
